['2.7846e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['-1.5117e-15', '2.7997e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['0.0000e+00', '-1.5117e-15', '2.7997e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['0.0000e+00', '0.0000e+00', '-1.5117e-15', '2.7997e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	3.83441565531e-11
['0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '2.7846e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '2.7846e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '2.7997e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '2.7997e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '2.7997e-13', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
['0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-1.5117e-15', '2.7846e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '-2.6875e-13', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00', '0.0000e+00']	4.0132466761e-11
